Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1zu2GKHPJIsUu80SUJX4H4,Devil Doesn’t Bargain,(Un)Commentary,Alec Benjamin,2022-04-15,163613,73,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Elektra (NEK),0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4
spotify:track:3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-01-29,173680,75,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,garage rock",Domino Recording Co,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,4
spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,Aerosmith,1973-01-05,266960,8,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"classic rock,rock",Columbia,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4
spotify:track:086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-09-09,161123,87,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,garage rock",Domino Recording Co,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4
spotify:track:2fyIS6GXMgUcSv4oejx63f,Mardy Bum,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-01-29,175440,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,garage rock",Domino Recording Co,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215,4
spotify:track:3rXCnvL6xP83VsYUg4rm7e,Whistle For The Choir,Costello Music,The Fratellis,2006-01-01,215813,60,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Universal-Island Records Ltd.,0.602,0.697,4,-4.57,1,0.0321,0.0544,0.0,0.0848,0.726,131.623,4
spotify:track:70wYA8oYHoMzhRRkARoMhU,When You Were Young,Sam's Town,The Killers,2006-09-27,220426,81,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,alternative rock,Island Records,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4
spotify:track:4zOfy9kqJlG0ZXvcaSh4gv,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-06-12,242373,71,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Parlophone UK,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,88,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
spotify:track:19kX6hSlYH31js2SL4jgrj,Mulberry Street,Scaled And Icy,Twenty One Pilots,2021-05-21,224398,69,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.674,0.535,2,-7.114,1,0.0518,0.0138,0.0,0.326,0.716,170.188,4
spotify:track:23OXdR7YuUBVWh5hSnYJau,Chlorine,Trench,Twenty One Pilots,2018-10-05,324466,78,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
spotify:track:60dwJ8dnqZ4WrIdiu7LkNR,Saturday,Scaled And Icy,Twenty One Pilots,2021-05-21,172232,65,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.687,0.89,8,-5.99,1,0.0344,0.00396,0.000939,0.0436,0.854,113.06,4
spotify:track:3MLtopC0uho28PxZN7Zecy,Fake You Out,Vessel,Twenty One Pilots,2013-01-08,231320,65,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25e-06,0.0874,0.727,115.012,4
spotify:track:5HeKOKc4phmLn8e4I7EkzD,My Blood,Trench,Twenty One Pilots,2018-10-05,229120,71,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.749,0.723,1,-6.609,1,0.0432,0.0563,0.022,0.0977,0.674,108.999,4
spotify:track:7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,Blurryface,Twenty One Pilots,2015-05-15,234813,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,4
spotify:track:1lguQJjlNrIOoOylYVZN3M,The Judge,Blurryface,Twenty One Pilots,2015-05-15,297760,66,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.423,0.797,0,-4.659,1,0.124,0.177,0.0,0.137,0.592,82.617,4
spotify:track:6xZ4Q2k2ompmDppyeESIY8,Level of Concern,Level of Concern,Twenty One Pilots,2020-04-09,220051,64,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,4
spotify:track:3MWGlCKyH4nILtXRnE9gd7,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth;Meghan Trainor,2015-11-05,190453,51,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,Artist Partner,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,4
spotify:track:6vSforRhuzsA0D0SO9fG1S,One Call Away,Nine Track Mind,Charlie Puth,2015-11-05,194453,46,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft pop,Artist Partner,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4
spotify:track:1XrSjpNe49IiygZfzb74pk,What Once Was,Songs of Her's,Her's,2017-05-12,255067,79,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Heist Or Hit Records,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,3
spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,SLUT ME OUT,NLE Choppa,2022-04-22,123672,71,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Warner Records,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,4
spotify:track:33chbad45Dc80TLSq4UWyU,Filthy,Filthy,The Gentle Men,2023-01-12,135222,0,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Sounds of Liberty,0.71,0.906,1,-3.944,1,0.192,0.134,4.08e-05,0.103,0.148,135.019,4
spotify:track:6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,219720,79,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4
spotify:track:3PTBfw2zgvY9HjpBU8VoFz,6:00,a modern tragedy vol. 1,grandson,2018-06-15,266240,46,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.292,0.81,4,-6.365,1,0.213,0.000615,0.000598,0.3,0.349,96.152,3
spotify:track:3pShTDa5E1bPBkrc1mxxGY,Dirty,Death Of An Optimist,grandson,2020-12-04,208296,63,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.536,0.845,2,-5.765,1,0.0615,0.0033,0.0,0.0465,0.6,159.953,4
spotify:track:38PIsWwL2ARiZ9dDzVmo4h,Apologize Broken Down - Acoustic,Apologize Broken Down (Acoustic),grandson,2019-07-05,185060,30,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.685,0.551,2,-7.667,1,0.0509,0.00992,0.000123,0.0623,0.327,82.995,4
spotify:track:4dkOXnETdDqnKJrc46bS0a,Again,Again,grandson;Zero 9:36,2020-05-22,207676,31,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.63,0.613,4,-4.542,1,0.032,0.332,0.0,0.115,0.524,119.941,4
spotify:track:6gi7qsHSH2JWZsTRHndxqm,Rain (from The Suicide Squad),Rain (from The Suicide Squad),grandson;Jessie Reyez,2021-06-22,236040,58,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.483,0.643,10,-6.872,0,0.0404,0.0135,7.04e-05,0.361,0.219,125.938,4
spotify:track:0Fc7ESmkM02PDH5NnPaS5S,Rock Bottom,Rock Bottom,grandson,2019-08-16,219207,48,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.517,0.702,0,-6.842,1,0.0424,0.000232,0.00165,0.204,0.244,176.088,4
spotify:track:23GWbiEWeZ1IteR9ijD3hn,Riptide,Death Of An Optimist,grandson,2020-12-04,192382,50,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.484,0.875,2,-5.173,1,0.0686,0.000479,5.25e-05,0.0875,0.395,159.962,4
spotify:track:6Ndu96RYi1fvFBMNCYLIbT,Left Behind,Death Of An Optimist,grandson,2020-12-04,205425,37,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fueled By Ramen,0.353,0.802,7,-6.996,1,0.139,0.00711,0.0,0.352,0.447,177.089,4
spotify:track:0tyR7Bu9P086aWBFZ4QJoo,Monsters (feat. blackbear),"Wake Up, Sunshine",All Time Low;blackbear,2020-04-03,174067,72,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"pop punk,emo,punk",Fueled By Ramen,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,4
spotify:track:7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,Wolfmother,Wolfmother,2006-01-01,280466,68,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,stoner rock,Universal Music Australia Pty. Ltd.,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,4
spotify:track:4GKcaqt6PFor4siHXMO42e,Novocaine,Novocaine,The Unlikely Candidates,2019-03-22,245240,52,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Another Century,0.652,0.833,10,-4.898,1,0.0392,0.00191,0.000536,0.122,0.231,116.043,4
spotify:track:4psW9l2VDXdGFJtwWexPjk,Still Not Dead,All Hallows’ DREAM,DREAMERS;American Teeth;Wes Period,2022-10-08,199484,32,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,UME - Global Clearing House,0.681,0.792,2,-3.441,1,0.131,0.00893,0.0,0.234,0.648,97.966,4
spotify:track:56NkIxSZZiMpFP5ZNSxtnT,Someday,Is This It,The Strokes,2001-07-30,183573,75,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"garage rock,indie rock,alternative rock",RCA Records Label,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,4
spotify:track:1scwknKtBQpreYy6MSoJqJ,Favorite Liar,We Are The Wrecks,The Wrecks,2017-02-10,242306,55,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Another Century,0.64,0.722,9,-3.489,1,0.0351,0.0196,1.27e-05,0.128,0.317,119.916,4
spotify:track:33K76XhnAvPLBuX1G9gjIs,Alaska,Every Second,Little Hurt,2021-01-29,188678,44,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Another Century,0.794,0.582,7,-3.319,1,0.172,0.131,0.0,0.093,0.911,139.965,4
spotify:track:6JsAootlXP63bzFJK9gNsv,Favorite Poison,Favorite Poison,Fuller,2020-03-20,192156,49,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fuller,0.456,0.887,6,-3.674,1,0.0355,6.91e-05,0.69,0.174,0.689,77.495,4
spotify:track:1LaSuvCbVB87ANKGfjUTbh,Arcade (feat. FLETCHER),Arcade (feat. FLETCHER),Duncan Laurence;FLETCHER,2020-11-27,187453,57,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Universal Music B.V.,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,3
spotify:track:2b0G006xcIUoqvRDDaCT8E,July,Feels Like We’ve Been Here Before,Betcha,2020-10-16,207586,58,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Atlantic Records,0.607,0.658,6,-5.552,0,0.0262,0.0103,0.0224,0.0537,0.567,99.983,4
spotify:track:4RZro2r6RHC2ldpNuDbJso,Freaking Out,Infinitely Ordinary,The Wrecks,2020-05-01,199840,37,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,The Wrecks,0.549,0.865,1,-3.486,0,0.0625,0.000473,0.0,0.0512,0.434,140.016,4
spotify:track:7CkeYEfGBL8SYAq63Z72oh,I Wanna Be Your High,I Wanna Be Your High,Chad Tepper;DREAMERS,2020-12-11,187500,40,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Epitaph,0.496,0.893,11,-6.008,1,0.0565,0.0613,0.000736,0.243,0.737,159.96,4
spotify:track:3D8jabgtmZtDibyb6gqZOT,Movies,What's It Like Over There?,Circa Waves,2019-04-05,202838,46,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Prolifica Inc.,0.58,0.798,0,-6.283,1,0.0421,0.0129,7.59e-05,0.317,0.621,165.945,4
spotify:track:27xKntLxqf0HDGVdcNIkcY,Fluctuate,The Balance,Catfish and the Bottlemen,2019-04-26,192053,51,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,indie rock",Universal-Island Records Ltd.,0.413,0.886,8,-4.166,1,0.09,0.00086,0.000216,0.274,0.319,160.177,4
spotify:track:66TsQdpn3KuBjuqAxyILRf,Absurd,"Cheaply Bought, Expensively Sold",Declan Welsh and The Decadent West,2019-10-18,217280,42,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Frictionless,0.673,0.574,11,-6.56,1,0.0429,0.000579,0.0048,0.0712,0.587,132.992,4
spotify:track:1lLdaFnr1MdakLjjqvC5lQ,100 Strangers,Young Chasers (Deluxe),Circa Waves,2015-03-30,140946,35,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,[PIAS] Recordings Catalogue,0.425,0.913,6,-4.695,1,0.0565,0.00666,4.23e-05,0.14,0.842,167.05,4
spotify:track:25n7NOwtsdgd85biYwRTIX,Wasted On You,Happy,Circa Waves,2020-01-10,190640,24,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie,Prolifica Inc.,0.601,0.957,9,-4.67,1,0.056,0.00115,0.00566,0.15,0.811,144.009,4
spotify:track:5mg3VB3Qh7jcR5kAAC4DSV,Cupid,The Beginning: Cupid,FIFTY FIFTY,2023-02-24,174253,1,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,k-pop,WM Korea,0.774,0.66,2,-8.2,1,0.0328,0.662,0.0,0.4,0.961,120.023,4
spotify:track:3lUOzabhWYyRImRszpJGOU,CHAINSAW BLOOD,CHAINSAW BLOOD,Vaundy,2022-10-12,200997,61,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"j-pop,japanese indie,j-rock,anime",Sony Music Labels Inc.,0.528,0.855,0,-5.229,1,0.0953,7.38e-05,1.81e-06,0.281,0.549,146.987,4
spotify:track:37vujUbX37xoBmwoddMYck,FightSong,FightSong,Eve,2022-12-28,208964,55,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"anime,j-pop,j-rock,vocaloid,japanese indie",TOY'S FACTORY,0.507,0.966,6,-4.046,1,0.0952,0.000382,1.26e-06,0.349,0.752,125.913,4
spotify:track:7BgNOCMi4rACAAFwy7o9mu,Balance,Balance,Lucy Spraggan,2022-12-07,214517,0,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Ctrl Records (Lucy Spraggan),0.431,0.371,1,-5.719,1,0.0655,0.727,1.99e-05,0.114,0.291,81.233,4
spotify:track:1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila,Camila Cabello;Young Thug,2018-01-12,217308,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"rap,melodic rap,trap",Syco Music/Epic,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4
spotify:track:1SJtlNRJDeYHioymcvsqev,Crying in the Club,Crying in the Club,Camila Cabello,2017-05-18,216391,68,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Syco Music/Epic,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,4
spotify:track:38bDGWuyYdSdNfrFfbCiVS,We Didn't Start the Fire,The Essential Billy Joel,Billy Joel,2001-10-02,291100,56,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,soft rock,Columbia,0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.02,4
spotify:track:2IVsRhKrx8hlQBOWy4qebo,Mr. Loverman,Montgomery Ricky,Ricky Montgomery,2016-04-01,216880,81,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Warner Records,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,3
spotify:track:0RO9W1xJoUEpq5MEelddFb,Stairway to Heaven - Remaster,Led Zeppelin IV (Remaster),Led Zeppelin,1971-11-08,482830,67,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"classic rock,rock,hard rock,rock and roll",Atlantic Records,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,4
spotify:track:1Ukxccao1BlWrPhYkcXbwZ,From The Start,From The Start,Laufey,2023-05-11,169573,74,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Laufey,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,3
spotify:track:1170VohRSx6GwE6QDCHPPH,Kilby Girl,When We Were Friends,The Backseat Lovers,2019-01-27,282205,80,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,The Backseat Lovers,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,4
spotify:track:753iehfOnYSmjVfjx20znR,While You Were Sleeping,Bewitched,Laufey,2023-09-08,177493,64,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Laufey,0.299,0.333,4,-10.896,1,0.0343,0.931,4.19e-05,0.291,0.395,156.164,3
spotify:track:0cDEFCbsDMQbxKodJyRhsK,2all,2all,Catfish and the Bottlemen,2019-03-19,188440,34,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"indie,indie rock",Universal-Island Records Ltd.,0.396,0.778,7,-3.99,0,0.0718,0.00246,0.00291,0.0952,0.362,166.846,4
spotify:track:7M3HuQRRAm1QD4kftmq0bb,Amour plastique,Amour plastique,Videoclub;Adèle Castillon;Mattyeux,2018-09-08,227026,1,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"french indie pop,french pop",Petit Lion Productions,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,4
spotify:track:71gR0M399Zl2VGcxpm68dd,Phantoms and Friends,Phantoms & Friends,Old Man Canyon,2014-02-04,231171,0,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Old Man Canyon,0.531,0.459,1,-8.328,1,0.0295,0.52,8.1e-05,0.0767,0.197,120.036,4
spotify:track:5TbzAWWc5eJaANpA9kfGCd,Love Me Again,Tribute,John Newman,2013-01-01,239894,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Universal-Island Records Ltd.,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4
spotify:track:3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,2020-02-10,164571,89,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,"Hotel Ugly, under exclusive license to Amuseio AB",0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,4
spotify:track:4N0fzRX3T7QkOecp3pkWpp,With Or Without You,U218 Singles,U2,2006-01-01,296226,64,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,rock,Universal-Island Records Ltd.,0.546,0.537,2,-7.44,1,0.0268,0.000135,0.287,0.125,0.0923,109.908,4
spotify:track:0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,223840,78,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,musicals,Walt Disney Records,0.543,0.485,8,-6.79,1,0.0305,0.555,0.0,0.12,0.372,136.961,4
spotify:track:4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,All That We Needed,Plain White T's,2005-01-25,232533,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Fearless Records,0.658,0.291,2,-10.572,1,0.0292,0.872,0.0,0.114,0.295,103.962,4
spotify:track:35Ki1lvKPC2sFBD3GmKdRG,Televised,Windows I,HUNNY,2017-05-26,194716,58,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie pop,Epitaph,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,4
spotify:track:4SDWMFvYJKtK1QPhIOeZhd,Royals,The Love Club EP,Lorde,2013-03-08,190185,64,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Universal Music New Zealand Limited,0.674,0.426,7,-9.504,1,0.122,0.12,0.0,0.132,0.337,84.876,4
spotify:track:2FRnf9qhLbvw8fu4IBXx78,Last Christmas,LAST CHRISTMAS,Wham!,1984-11-29,262960,73,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,christmas,Epic,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4
spotify:track:0mlIVjrhLn8WvmK1F9cgzY,Falling Behind,Everything I Know About Love,Laufey,2022-10-14,173640,58,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Laufey,0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,4
spotify:track:1WJniFbKc95wCTwblH1mPm,Say Goodbye Hollywood,The Eminem Show,Eminem,2002-05-26,272706,0,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"rap,hip hop",Universal Music Group,0.743,0.679,9,-5.064,0,0.187,0.0557,0.0,0.0931,0.669,94.216,4
spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Brazil,What Do You Think About the Car?,Declan McKenna,2017-04-21,252305,83,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Columbia,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4
spotify:track:1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,Three Imaginary Boys,The Cure,1979-05-11,155973,85,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,"new wave,post-punk,gothic rock,darkwave",UMC (Universal Music Catalogue),0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,4
spotify:track:3JvrhDOgAt6p7K8mDyZwRd,Riptide,Dream Your Life Away (Special Edition),Vance Joy,2014-09-08,204280,9,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,folk pop,Atlantic Records,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4
spotify:track:6Fha6tXHkL3r9m9nNqQG8p,Georgia,Dream Your Life Away,Vance Joy,2014-09-08,230506,56,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,folk pop,F-Stop Records/Atlantic,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,4
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,Little Talks,My Head Is An Animal,Of Monsters and Men,2012-01-01,266600,82,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,folk pop,Universal Records,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,4
spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,84,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Atlantic Records,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
spotify:track:20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,Franz Ferdinand,2004-02-16,237026,86,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,indie rock,Domino Recording Co,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
spotify:track:4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,When We Were Friends,The Backseat Lovers,2019-01-27,243529,73,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,The Backseat Lovers,0.543,0.526,2,-9.703,1,0.0582,0.0447,0.0533,0.0778,0.384,153.0,3
spotify:track:608wYP5XWenLz8cOSYjX7X,Fragile,Everything I Know About Love,Laufey,2022-08-26,241080,72,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Laufey,0.361,0.413,3,-12.43,1,0.065,0.931,0.000179,0.231,0.336,149.301,4
spotify:track:5zHLswJplBXyPstFSSMIOH,I Wish You Love,Typical of Me EP,Laufey,2021-04-30,155138,71,False,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,,Laufey,0.736,0.376,0,-9.48,1,0.0324,0.837,3.48e-06,0.151,0.633,108.066,4
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,The Box,Please Excuse Me for Being Antisocial,Roddy Ricch,2019-12-06,196652,85,True,31mb5e57eem4nrdh66w2jia2xdui,2026-03-02T19:38:02Z,melodic rap,Atlantic Records,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,4
